species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,culmen_ratio,species_encoded,island_encoded,sex_encoded
Adelie,Dream,-1.2256849933935912,0.3230141629105795,-0.7121955860403505,-1.0659835948048508,FEMALE,-1.0344265690527075,0,1,0
Adelie,Dream,-0.4931447631247065,1.5944528892607293,-0.49782879168834376,-0.8172291890094652,MALE,-1.1577819372976392,0,1,1
Adelie,Dream,-1.4088200509608122,1.187592496828681,-0.7836511841576861,-0.5062861817652331,MALE,-1.5073821965658631,0,1,1
Adelie,Dream,-1.2989390164204793,0.7298745553426278,-0.8551067822750217,-0.8794177904583116,FEMALE,-1.260091730171751,0,1,0
Adelie,Dream,-1.04254993582637,1.0350198496666627,-0.8551067822750217,-0.3197203774186939,MALE,-1.238015956411712,0,1,1
Adelie,Dream,-0.932668901286037,0.8315896534506394,-0.7836511841576861,-0.7550405875606188,FEMALE,-1.0877055898053056,0,1,0
Adelie,Dream,-1.5187010855011438,0.4247292610185911,0.07381599325034083,-0.8172291890094652,FEMALE,-1.2611785374953215,0,1,0
Adelie,Dream,-0.52977177463815,0.47558681007259784,0.28818278760234756,0.1155998327232309,MALE,-0.6802409940542592,0,1,1
Adelie,Dream,-1.8300306833654203,-0.03298868046746211,-1.140929174744364,-1.0037949933560044,FEMALE,-1.2511303364510764,0,1,0
Adelie,Dream,-0.8044743609889817,0.47558681007259784,-1.0694735766270285,0.3021656370697701,MALE,-0.8477654378533487,0,1,1
Adelie,Dream,-1.4271335567175334,0.06872641764054951,-0.9980179785096929,-1.1281721962536972,FEMALE,-1.040531522317348,0,1,0
Adelie,Dream,-0.5847122919083171,0.8824472025046444,0.5025495819543543,0.1155998327232309,MALE,-0.9066205863626579,0,1,1
Adelie,Dream,-1.0791769473398134,0.7298745553426278,-0.7836511841576861,-0.6306633846629259,FEMALE,-1.1296748513432127,0,1,0
Adelie,Dream,-0.6762798206919277,0.679017006288621,-0.35491759545367263,0.17778843417207732,MALE,-0.8669024644062532,0,1,1
Adelie,Dream,-1.9948522351759193,-0.5415641710075221,-1.641118361565713,-1.6256810078444686,FEMALE,-1.1144865502374046,0,1,0
Adelie,Dream,-0.1451881537469853,0.679017006288621,-0.6407399879230149,-0.13315457307215472,MALE,-0.5500246966579944,0,1,1
Adelie,Biscoe,-1.6468956257981993,0.3738717119645844,-0.6407399879230149,-0.5995690839385027,FEMALE,-1.3178321639547763,0,0,0
Adelie,Biscoe,-0.5480852803948724,1.441880242098711,0.14527159136767642,0.6442029450384253,MALE,-1.1264144293724996,0,0,1
Adelie,Biscoe,-1.1524309703667017,-0.5924217200615288,-1.2838403709790351,-1.408020902773506,FEMALE,-0.5073418076832827,0,0,0
Adelie,Biscoe,-1.1341174646099805,1.441880242098711,-0.7836511841576861,0.053411231274384505,MALE,-1.4498482888672735,0,0,1
Adelie,Biscoe,-1.1158039588532582,0.7298745553426278,-0.5692843898056794,-1.5945867071200452,FEMALE,-1.1514109978146356,0,0,0
Adelie,Biscoe,-0.7861608552322593,0.8824472025046444,-1.2123847728616997,-0.8172291890094652,MALE,-1.0242717918667084,0,0,1
Adelie,Biscoe,-0.9876094185562029,0.017868868586542803,-0.1405508011016659,-0.5684747832140795,FEMALE,-0.7338747888519521,0,0,0
Adelie,Biscoe,-1.060863441583091,1.441880242098711,-0.7836511841576861,-0.3819089788675403,MALE,-1.4094190564304263,0,0,1
Adelie,Biscoe,-1.0791769473398134,-0.08384622952146882,-1.4267515672137063,-1.2836436998758132,FEMALE,-0.7399585310791109,0,0,0
Adelie,Biscoe,-0.1451881537469853,0.9333047515586511,-0.28346199733633703,0.7063915464872718,MALE,-0.6742453823814499,0,0,1
Adelie,Biscoe,-1.0791769473398134,-0.3381339747914988,-0.21200639921900147,-0.47519188104080995,FEMALE,-0.6026721000769842,0,0,0
Adelie,Biscoe,0.29433598441434516,1.5944528892607293,-0.7121955860403505,0.48873144141630936,MALE,-0.7295905592719221,0,0,1
Adelie,Biscoe,-0.7861608552322593,0.27215661385657275,-0.5692843898056794,-1.25254939915139,FEMALE,-0.7363979639153473,0,0,0
Adelie,Biscoe,-0.32832321131420644,1.187592496828681,-0.28346199733633703,0.08450553199880771,MALE,-0.8957604750853599,0,0,1
Adelie,Biscoe,-0.8044743609889817,1.7978830854767527,-0.7121955860403505,-0.3819089788675403,FEMALE,-1.403266781929167,0,0,0
Adelie,Biscoe,-0.23675568253059587,0.5773019081806094,-0.35491759545367263,-0.16424887379657793,MALE,-0.553666969850503,0,0,1
Adelie,Torgersen,-0.9876094185562029,-0.08384622952146882,-0.9265623803923573,-1.6256810078444686,FEMALE,-0.6805037774955129,0,2,0
Adelie,Torgersen,-1.2256849933935912,1.696167987368741,-0.1405508011016659,-0.5373804824896563,MALE,-1.5923366812361603,0,2,1
Adelie,Torgersen,-1.5187010855011438,-0.08384622952146882,-0.8551067822750217,-1.0659835948048508,FEMALE,-1.0253413482803821,0,2,0
Adelie,Torgersen,-0.52977177463815,0.7298745553426278,-0.8551067822750217,-1.097077895529274,MALE,-0.8036326542718681,0,2,1
Adelie,Torgersen,-1.4271335567175334,0.017868868586542803,-0.9980179785096929,-1.3147380006002365,FEMALE,-1.0159392012020454,0,2,0
Adelie,Torgersen,-1.1524309703667017,1.3401651439906994,-0.21200639921900147,-0.8794177904583116,MALE,-1.421466150944436,0,2,1
Adelie,Torgersen,-0.6945933264486488,-0.08384622952146882,-1.7840295578003842,-0.941606391907158,FEMALE,-0.49024856602799854,0,2,0
Adelie,Torgersen,-0.47483125736798415,0.679017006288621,0.07381599325034083,-0.41300327959196353,MALE,-0.7467074490534658,0,2,1
Adelie,Torgersen,-1.6102686142847544,-0.6432792691155346,-1.0694735766270285,-1.4391152034979293,FEMALE,-0.7952252768631098,0,2,0
Adelie,Torgersen,-0.6213393034217606,0.9333047515586511,-0.1405508011016659,-0.25753177596984755,MALE,-0.950866446423033,0,2,1
Adelie,Torgersen,-0.9509824070427594,0.22129906480256786,-0.7121955860403505,-1.1592664969781203,FEMALE,-0.814006724178684,0,2,0
Adelie,Torgersen,-0.4565177516112618,0.5773019081806094,-0.4263731935710082,0.1155998327232309,MALE,-0.6862218302991812,0,2,1
Adelie,Torgersen,-0.9143553955293147,-0.03298868046746211,-0.7121955860403505,-1.4391152034979293,FEMALE,-0.6600596867895738,0,2,0
Adelie,Torgersen,0.01963339806351347,0.4247292610185911,0.6454607781890255,-0.25753177596984755,MALE,-0.31782978063556355,0,2,1
Adelie,Torgersen,-1.0059229243129253,0.3738717119645844,-0.7836511841576861,-1.097077895529274,FEMALE,-0.9225743049353248,0,2,0
Adelie,Torgersen,-0.16350165950370768,1.0350198496666627,-0.28346199733633703,-0.8794177904583116,MALE,-0.7326505509511264,0,2,1
Adelie,Dream,-1.3172525221772018,0.679017006288621,-0.5692843898056794,-0.8794177904583116,FEMALE,-1.2493411496196687,0,1,0
Adelie,Dream,-1.1890579818801463,0.679017006288621,-0.1405508011016659,0.33325993779419333,MALE,-1.172853412576985,0,1,1
Adelie,Dream,-1.0791769473398134,0.22129906480256786,-0.9980179785096929,-0.9727006926315812,FEMALE,-0.8944057659565039,0,1,0
Adelie,Dream,-0.52977177463815,0.17044151574856115,-0.7836511841576861,-0.3819089788675403,MALE,-0.522863745136715,0,1,1
Adelie,Dream,-1.5370145912578663,0.17044151574856115,-0.7121955860403505,-1.2836436998758132,FEMALE,-1.158180254858593,0,1,0
Adelie,Dream,-0.6945933264486488,1.4927377911527178,-0.06909520298433032,-0.2886260766942707,MALE,-1.2274875104646161,0,1,1
Adelie,Dream,-1.280625510663757,-0.3381339747914988,-1.140929174744364,-1.0037949933560044,FEMALE,-0.7374362081998073,0,1,0
Adelie,Dream,-0.7861608552322593,0.3738717119645844,-0.5692843898056794,0.053411231274384505,MALE,-0.7870573247000839,0,1,1
Adelie,Dream,-0.6945933264486488,-0.03298868046746211,-0.5692843898056794,-1.0037949933560044,FEMALE,-0.5182027308708137,0,1,0
Adelie,Dream,-0.6213393034217606,0.017868868586542803,-0.9980179785096929,-0.9105120911827348,MALE,-0.4988211118935403,0,1,1
Adelie,Dream,-2.1779872927431403,-0.8467094653315588,-0.9265623803923573,-1.4391152034979293,FEMALE,-1.0840289437532238,0,1,0
Adelie,Dream,-0.6030257976650382,-0.08384622952146882,-0.7836511841576861,-0.5995690839385027,MALE,-0.4307938124443997,0,1,1
Adelie,Dream,-1.2256849933935912,-0.18556132762948047,-0.6407399879230149,-1.5013038049467757,FEMALE,-0.7822846532731494,0,1,0
Adelie,Dream,-0.9143553955293147,0.7807321043966328,-1.140929174744364,-0.6928519861117723,MALE,-1.0545282273123306,0,1,1
Adelie,Dream,-0.87772838401587,0.7298745553426278,-0.7836511841576861,0.053411231274384505,MALE,-1.0101260457503864,0,1,1
Adelie,Dream,-1.353879533690645,0.6281594572346144,-1.2123847728616997,-0.9105120911827348,FEMALE,-1.2494599193976845,0,1,0
Adelie,Dream,-1.463760568230978,0.3230141629105795,-0.4263731935710082,-0.941606391907158,FEMALE,-1.1820614066029904,0,1,0
Adelie,Dream,-1.1341174646099805,0.47558681007259784,-0.5692843898056794,-0.5684747832140795,MALE,-1.048794770412255,0,1,1
Adelie,Dream,-1.463760568230978,-0.03298868046746211,-0.9980179785096929,-0.6306633846629259,FEMALE,-1.0147020765864754,0,1,0
Adelie,Dream,-0.4565177516112618,0.679017006288621,0.002360395133005256,-0.25753177596984755,MALE,-0.7357806294759388,0,1,1
Chinstrap,Dream,0.45915753622484395,0.3738717119645844,-0.6407399879230149,-0.8794177904583116,FEMALE,-0.01912777003372034,1,1,0
Chinstrap,Dream,1.100130237710118,1.187592496828681,-0.35491759545367263,-0.3819089788675403,MALE,-0.08717582634842488,1,1,1
Chinstrap,Dream,1.338205812547505,1.0350198496666627,-0.5692843898056794,-0.6928519861117723,MALE,0.13068201671070487,1,1,1
Chinstrap,Dream,0.25770897290090045,0.7807321043966328,-0.9265623803923573,-0.8483234897338884,FEMALE,-0.3626910947031881,1,1,0
Chinstrap,Dream,1.5945948931416156,1.3401651439906994,-0.28346199733633703,-0.5995690839385027,MALE,0.10994416863309281,1,1,1
Chinstrap,Dream,0.221081961387457,0.3230141629105795,-0.21200639921900147,-0.3197203774186939,FEMALE,-0.13726101778560226,1,1,0
Chinstrap,Dream,0.38590351319795574,0.5264443591266027,-1.641118361565713,-1.1903607977025437,FEMALE,-0.15011510761457805,1,1,0
Chinstrap,Dream,1.338205812547505,0.5264443591266027,-0.28346199733633703,-0.5684747832140795,MALE,0.427445355768946,1,1,1
Chinstrap,Dream,0.3675900074412334,0.8824472025046444,-0.4263731935710082,-0.07096597162330831,FEMALE,-0.3504512512525962,1,1,0
Chinstrap,Dream,1.338205812547505,1.3910226930447043,-0.21200639921900147,-0.6306633846629259,MALE,-0.059306171208993626,1,1,1
Chinstrap,Dream,0.4774710419815663,0.3230141629105795,-0.5692843898056794,-0.5062861817652331,FEMALE,0.02173034573008719,1,1,0
Chinstrap,Dream,1.4114598355743944,1.5944528892607293,-0.49782879168834376,-0.5373804824896563,MALE,-0.12215627881683488,1,1,1
Chinstrap,Dream,0.5507250650084545,0.06872641764054951,-1.140929174744364,-0.6306633846629259,FEMALE,0.22142139767671273,1,1,0
Chinstrap,Dream,1.4664003528445604,0.47558681007259784,0.002360395133005256,-0.1953431745210011,MALE,0.5371032975524521,1,1,1
Chinstrap,Dream,0.349276501684511,-0.03298868046746211,-0.7836511841576861,-0.786134888285042,FEMALE,0.1556178097432993,1,1,0
Chinstrap,Dream,1.1916977664937285,1.2384500458826877,0.002360395133005256,-0.1953431745210011,MALE,-0.062053003994288626,1,1,1
Chinstrap,Dream,1.1550707549802839,1.441880242098711,-0.28346199733633703,-1.1281721962536972,MALE,-0.18643477521581256,1,1,1
Chinstrap,Dream,2.565210698247887,0.3230141629105795,-1.4267515672137063,-0.6306633846629259,FEMALE,1.3163743057864161,1,1,0
Chinstrap,Dream,0.4408440304681216,0.7298745553426278,-0.7836511841576861,-0.941606391907158,FEMALE,-0.22762477277915938,1,1,0
Chinstrap,Dream,0.9536221916563415,0.5264443591266027,-0.4263731935710082,0.23997703562092373,MALE,0.1941997840179078,1,1,1
Chinstrap,Dream,-0.291696199800763,0.06872641764054951,-1.4267515672137063,-0.7550405875606188,FEMALE,-0.31607706824668397,1,1,0
Chinstrap,Dream,0.8254276513592863,0.17044151574856115,-0.7121955860403505,-1.0037949933560044,MALE,0.33192574067090175,1,1,1
Chinstrap,Dream,-0.1451881537469853,-0.28727642573749207,-0.9980179785096929,-1.6256810078444686,FEMALE,-0.009739545499352244,1,1,0
Chinstrap,Dream,1.210011272250451,1.1367349477746742,-0.5692843898056794,-0.5062861817652331,MALE,0.0020613110683526145,1,1,1
Chinstrap,Dream,0.49578454773828873,0.3738717119645844,-0.4263731935710082,-1.1281721962536972,FEMALE,0.0034583933388199497,1,1,0
Chinstrap,Dream,1.4664003528445604,0.9333047515586511,-0.28346199733633703,-0.07096597162330831,MALE,0.26201052668237007,1,1,1
Chinstrap,Dream,1.1916977664937285,0.6281594572346144,-0.06909520298433032,-1.0037949933560044,FEMALE,0.27762250145060374,1,1,0
Chinstrap,Dream,1.0085627089265075,0.9333047515586511,-0.06909520298433032,-0.5062861817652331,MALE,-0.003971265665306375,1,1,1
Chinstrap,Dream,0.4408440304681216,0.3230141629105795,-0.7121955860403505,-0.6306633846629259,FEMALE,-0.0009827062007261036,1,1,0
Chinstrap,Dream,1.6129083988983366,1.441880242098711,0.28818278760234756,0.42654283996746295,MALE,0.0662479275144797,1,1,1
Chinstrap,Dream,-0.5663987861515947,-0.28727642573749207,-0.9980179785096929,-1.25254939915139,FEMALE,-0.2898215774413637,1,1,0
Chinstrap,Dream,1.8692974794924473,1.8487406345307593,0.002360395133005256,0.1155998327232309,MALE,-0.0029482587716610923,1,1,1
Chinstrap,Dream,-0.27338269404404064,-0.23641887668348716,-0.9980179785096929,-1.0659835948048508,FEMALE,-0.12597249496968937,1,1,0
Chinstrap,Dream,1.2832652952773391,0.8315896534506394,0.14527159136767642,-0.13315457307215472,MALE,0.21334151786981662,1,1,1
Chinstrap,Dream,1.045189720439952,0.7298745553426278,-0.4263731935710082,-0.7550405875606188,MALE,0.13102164399932054,1,1,1
Chinstrap,Dream,0.6422925937920652,-0.18556132762948047,-0.1405508011016659,-0.3819089788675403,FEMALE,0.4450313314168417,1,1,0
Chinstrap,Dream,0.6606060995487875,0.5773019081806094,-0.4263731935710082,-0.44409758031638674,FEMALE,-0.012401289685068996,1,1,0
Chinstrap,Dream,1.4664003528445604,1.7978830854767527,0.6454607781890255,0.737485847211695,MALE,-0.19234291184003702,1,1,1
Chinstrap,Dream,0.5324115592517321,-0.28727642573749207,-0.6407399879230149,-1.874435413639854,FEMALE,0.44082720153779476,1,1,0
Chinstrap,Dream,1.741102939195392,1.3910226930447043,0.28818278760234756,0.36435423851861654,MALE,0.1641719980399086,1,1,1
Chinstrap,Dream,0.9169951801428968,1.187592496828681,0.6454607781890255,-0.3197203774186939,MALE,-0.19084052490444275,1,1,1
Chinstrap,Dream,0.40421701895467815,0.17044151574856115,-0.9980179785096929,-0.6928519861117723,FEMALE,0.0662479275144806,1,1,0
Chinstrap,Dream,1.2649517895206168,0.9841623006126577,-0.35491759545367263,-0.8172291890094652,MALE,0.1166257145300269,1,1,1
Chinstrap,Dream,0.2760224786576228,-0.08384622952146882,-0.35491759545367263,-0.8794177904583116,FEMALE,0.13997182195814173,1,1,0
Chinstrap,Dream,1.2649517895206168,0.3738717119645844,-0.35491759545367263,-0.6617576853873491,FEMALE,0.4777678241621607,1,1,0
Chinstrap,Dream,1.2466382837638943,0.679017006288621,0.002360395133005256,0.3021656370697701,MALE,0.2804135912339928,1,1,1
Chinstrap,Dream,1.1184437434668404,0.3738717119645844,-0.7836511841576861,-1.0037949933560044,FEMALE,0.3874231706720013,1,1,0
Chinstrap,Dream,0.9169951801428968,1.2384500458826877,0.7883719744236966,0.1155998327232309,MALE,-0.216756699543447,1,1,1
Chinstrap,Dream,1.3748328240609498,0.7807321043966328,-0.9980179785096929,-1.1903607977025437,MALE,0.2967161723149007,1,1,1
Chinstrap,Dream,1.0635032261966733,0.06872641764054951,-0.21200639921900147,-0.6617576853873491,FEMALE,0.5485943769344316,1,1,0
Chinstrap,Dream,0.7521736283323981,-0.3889915238455055,-0.1405508011016659,-1.097077895529274,FEMALE,0.6583882708882973,1,1,0
Chinstrap,Dream,1.3565193183042272,0.9333047515586511,0.002360395133005256,-0.3197203774186939,MALE,0.1981748965189276,1,1,1
Chinstrap,Dream,0.3126494901710676,0.06872641764054951,-0.5692843898056794,-0.7550405875606188,FEMALE,0.06951965730705723,1,1,0
